Log start on, 2023-11-02 16:35:23
Feature, Gyroscope
NodeName, HostTimestamp (ms), notificationTime, timeStamp, RawData, X (dps), Y (dps), Z (dps)
AM1V430 @A856F0, 22067, Thu Nov 02 16:35:45 GMT+01:00 2023, 12736, [-64 49 -54 -2 -108 1 79 -3 47 -1 -106 -2 -127 -3 56 2 -87 0 33 0], -20.9, -36.2, -63.9
AM1V430 @A856F0, 22101, Thu Nov 02 16:35:45 GMT+01:00 2023, 12742, [-58 49 -57 -1 -94 1 45 -3 -13 -1 28 4 8 -5 37 2 -109 0 40 0], -1.3, 105.2, -127.2
AM1V430 @A856F0, 22157, Thu Nov 02 16:35:45 GMT+01:00 2023, 12748, [-52 49 -25 -3 21 0 13 -4 50 3 -65 10 50 -9 -32 1 73 0 78 0], 81.8, 275.1, -225.4
AM1V430 @A856F0, 22210, Thu Nov 02 16:35:45 GMT+01:00 2023, 12755, [-45 49 51 -1 -61 0 66 -4 -88 1 -66 -7 -10 0 -67 1 43 0 78 0], 42.4, -160.2, 24.6
AM1V430 @A856F0, 22266, Thu Nov 02 16:35:45 GMT+01:00 2023, 12761, [-39 49 -96 -2 124 0 -37 -5 49 0 -11 -1 103 -2 -34 1 12 0 57 0], 4.9, -1.1, -40.9
AM1V430 @A856F0, 22318, Thu Nov 02 16:35:45 GMT+01:00 2023, 12767, [-33 49 -119 -2 110 0 114 -4 60 0 76 -2 -81 -1 -23 1 7 0 51 0], 6.0, -43.6, -8.1
AM1V430 @A856F0, 22369, Thu Nov 02 16:35:45 GMT+01:00 2023, 12773, [-27 49 28 -2 108 0 72 -4 -74 0 24 -5 -39 0 4 2 3 0 27 0], 18.2, -125.6, 21.7
AM1V430 @A856F0, 22420, Thu Nov 02 16:35:45 GMT+01:00 2023, 12780, [-20 49 -22 -3 8 0 -67 -3 -11 1 -47 -9 82 3 70 2 16 0 -21 -1], 50.1, -209.5, 85.0
AM1V430 @A856F0, 22454, Thu Nov 02 16:35:45 GMT+01:00 2023, 12786, [-14 49 61 -2 101 0 -98 -3 -97 8 -76 -3 -28 0 110 2 -12 -1 -76 -1], 220.7, -58.8, 22.8
AM1V430 @A856F0, 22509, Thu Nov 02 16:35:45 GMT+01:00 2023, 12792, [-8 49 -51 -4 18 -1 -21 -7 -23 -1 78 -2 5 3 98 2 -42 -1 -82 -1], -2.3, -43.4, 77.3
AM1V430 @A856F0, 22563, Thu Nov 02 16:35:45 GMT+01:00 2023, 12798, [-2 49 68 -2 -92 0 -95 -3 -30 -8 -83 -3 4 3 -116 2 39 0 -94 -1], -182.2, -59.5, 77.2
AM1V430 @A856F0, 22611, Thu Nov 02 16:35:45 GMT+01:00 2023, 12805, [5 50 99 -2 -51 0 -98 -3 14 -2 111 6 79 -2 -113 2 69 0 -63 -1], -49.8, 164.7, -43.3
AM1V430 @A856F0, 22666, Thu Nov 02 16:35:45 GMT+01:00 2023, 12811, [11 50 -46 -3 -112 0 21 -4 -38 -3 50 6 -99 0 68 2 60 0 4 0], -55.0, 158.6, 15.7
AM1V430 @A856F0, 22716, Thu Nov 02 16:35:45 GMT+01:00 2023, 12817, [17 50 -83 -2 -28 0 -31 -4 -79 -2 1 3 -20 -2 28 2 88 0 30 0], -33.5, 76.9, -27.6
AM1V430 @A856F0, 22769, Thu Nov 02 16:35:46 GMT+01:00 2023, 12823, [23 50 -65 -2 -59 0 -51 -4 -28 -2 86 4 46 -5 -8 1 73 0 63 0], -28.4, 111.0, -123.4
AM1V430 @A856F0, 22804, Thu Nov 02 16:35:46 GMT+01:00 2023, 12830, [30 50 57 -2 -69 0 59 -4 76 -1 45 1 -73 -1 -40 1 58 0 70 0], -18.0, 30.1, -7.3
AM1V430 @A856F0, 22858, Thu Nov 02 16:35:46 GMT+01:00 2023, 12836, [36 50 15 -1 14 1 -78 -4 70 0 113 0 -63 -1 -34 1 66 0 69 0], 7.0, 11.3, -6.3
AM1V430 @A856F0, 22908, Thu Nov 02 16:35:46 GMT+01:00 2023, 12842, [42 50 -25 -2 -43 0 92 -4 -98 0 -25 0 110 -1 -50 1 60 0 73 0], 15.8, 23.1, -14.6
AM1V430 @A856F0, 22963, Thu Nov 02 16:35:46 GMT+01:00 2023, 12848, [48 50 -12 -2 -48 0 67 -4 70 0 -32 0 53 0 -59 1 48 0 76 0], 7.0, 22.4, 5.3
AM1V430 @A856F0, 23011, Thu Nov 02 16:35:46 GMT+01:00 2023, 12855, [55 50 55 -1 -21 0 97 -4 35 0 -91 0 65 0 -64 1 46 0 78 0], 3.5, 16.5, 6.5
AM1V430 @A856F0, 23068, Thu Nov 02 16:35:46 GMT+01:00 2023, 12861, [61 50 56 -1 -35 0 88 -4 60 0 58 0 58 0 -73 1 40 0 84 0], 6.0, 5.8, 5.8
AM1V430 @A856F0, 23120, Thu Nov 02 16:35:46 GMT+01:00 2023, 12867, [67 50 90 -1 0 1 82 -4 -2 -1 6 0 119 0 -76 1 51 0 93 0], -0.2, 0.6, 11.9
AM1V430 @A856F0, 23154, Thu Nov 02 16:35:46 GMT+01:00 2023, 12873, [73 50 53 -1 -47 0 105 -4 53 0 -81 -1 -17 -1 -73 1 45 0 76 0], 5.3, -8.1, -1.7
AM1V430 @A856F0, 23206, Thu Nov 02 16:35:46 GMT+01:00 2023, 12880, [80 50 11 -1 -60 0 79 -4 126 0 -40 -1 -2 -1 -56 1 40 0 87 0], 12.6, -4.0, -0.2
AM1V430 @A856F0, 23260, Thu Nov 02 16:35:46 GMT+01:00 2023, 12886, [86 50 35 -1 -59 0 71 -4 35 0 -4 -1 23 0 -76 1 49 0 78 0], 3.5, -0.4, 2.3
AM1V430 @A856F0, 23313, Thu Nov 02 16:35:46 GMT+01:00 2023, 12892, [92 50 36 -1 -67 0 61 -4 34 0 79 0 0 0 -64 1 45 0 78 0], 3.4, 7.9, 0.0
AM1V430 @A856F0, 23366, Thu Nov 02 16:35:46 GMT+01:00 2023, 12898, [98 50 47 -1 -55 0 75 -4 0 0 68 0 24 0 -55 1 36 0 72 0], 0.0, 6.8, 2.4
AM1V430 @A856F0, 23419, Thu Nov 02 16:35:46 GMT+01:00 2023, 12905, [105 50 49 -1 -55 0 84 -4 22 0 25 0 8 0 -76 1 36 0 76 0], 2.2, 2.5, 0.8
AM1V430 @A856F0, 23469, Thu Nov 02 16:35:46 GMT+01:00 2023, 12911, [111 50 58 -1 -54 0 95 -4 14 0 56 0 29 0 -67 1 39 0 78 0], 1.4, 5.6, 2.9
AM1V430 @A856F0, 23501, Thu Nov 02 16:35:46 GMT+01:00 2023, 12917, [117 50 54 -1 -67 0 97 -4 77 0 23 0 9 0 -86 1 33 0 82 0], 7.7, 2.3, 0.9
AM1V430 @A856F0, 23557, Thu Nov 02 16:35:46 GMT+01:00 2023, 12923, [123 50 48 -1 -70 0 82 -4 28 0 2 0 13 0 -73 1 30 0 75 0], 2.8, 0.2, 1.3
AM1V430 @A856F0, 23612, Thu Nov 02 16:35:46 GMT+01:00 2023, 12930, [-126 50 44 -1 -83 0 78 -4 74 0 51 0 -9 -1 -77 1 22 0 78 0], 7.4, 5.1, -0.9
AM1V430 @A856F0, 23663, Thu Nov 02 16:35:46 GMT+01:00 2023, 12936, [-120 50 33 -1 -99 0 83 -4 27 0 55 0 8 0 -77 1 31 0 79 0], 2.7, 5.5, 0.8
AM1V430 @A856F0, 23715, Thu Nov 02 16:35:46 GMT+01:00 2023, 12942, [-114 50 56 -1 -57 0 60 -4 7 0 39 0 -28 -1 -83 1 33 0 84 0], 0.7, 3.9, -2.8
AM1V430 @A856F0, 23769, Thu Nov 02 16:35:47 GMT+01:00 2023, 12948, [-108 50 36 -1 -95 0 100 -4 -68 0 -57 0 11 0 -67 1 24 0 76 0], 18.8, 19.9, 1.1
AM1V430 @A856F0, 23821, Thu Nov 02 16:35:47 GMT+01:00 2023, 12955, [-101 50 58 -1 -78 0 127 -4 -12 -1 16 0 25 0 -64 1 30 0 76 0], -1.2, 1.6, 2.5
AM1V430 @A856F0, 23855, Thu Nov 02 16:35:47 GMT+01:00 2023, 12961, [-95 50 34 -1 -88 0 71 -4 -18 -1 4 0 25 0 -62 1 28 0 72 0], -1.8, 0.4, 2.5
AM1V430 @A856F0, 23909, Thu Nov 02 16:35:47 GMT+01:00 2023, 12967, [-89 50 32 -1 -99 0 69 -4 -32 -1 50 0 11 0 -79 1 22 0 73 0], -3.2, 5.0, 1.1
AM1V430 @A856F0, 23961, Thu Nov 02 16:35:47 GMT+01:00 2023, 12973, [-83 50 49 -1 -85 0 88 -4 -42 -1 58 0 23 0 -70 1 25 0 78 0], -4.2, 5.8, 2.3
AM1V430 @A856F0, 24013, Thu Nov 02 16:35:47 GMT+01:00 2023, 12980, [-76 50 73 -1 -62 0 93 -4 -38 -1 56 0 23 0 -79 1 27 0 78 0], -3.8, 5.6, 2.3
AM1V430 @A856F0, 24066, Thu Nov 02 16:35:47 GMT+01:00 2023, 12986, [-70 50 57 -1 -90 0 84 -4 9 0 -9 -1 -14 -1 -77 1 30 0 85 0], 0.9, -0.9, -1.4
AM1V430 @A856F0, 24118, Thu Nov 02 16:35:47 GMT+01:00 2023, 12992, [-64 50 45 -1 -85 0 63 -4 6 0 12 0 -14 -1 -74 1 16 0 82 0], 0.6, 1.2, -1.4
AM1V430 @A856F0, 24172, Thu Nov 02 16:35:47 GMT+01:00 2023, 12998, [-58 50 37 -1 -119 0 88 -4 -4 -1 -8 -1 16 0 -76 1 18 0 82 0], -0.4, -0.8, 1.6
AM1V430 @A856F0, 24203, Thu Nov 02 16:35:47 GMT+01:00 2023, 13005, [-51 50 55 -1 -93 0 88 -4 -14 -1 25 0 -3 -1 -77 1 24 0 72 0], -1.4, 2.5, -0.3
AM1V430 @A856F0, 24258, Thu Nov 02 16:35:47 GMT+01:00 2023, 13011, [-45 50 64 -1 -88 0 87 -4 -19 -1 1 0 21 0 -82 1 27 0 84 0], -1.9, 0.1, 2.1
AM1V430 @A856F0, 24307, Thu Nov 02 16:35:47 GMT+01:00 2023, 13017, [-39 50 47 -1 -100 0 72 -4 -6 -1 -2 -1 8 0 -83 1 18 0 73 0], -0.6, -0.2, 0.8
AM1V430 @A856F0, 24361, Thu Nov 02 16:35:47 GMT+01:00 2023, 13023, [-33 50 57 -1 -90 0 71 -4 -19 -1 4 0 10 0 -76 1 25 0 75 0], -1.9, 0.4, 1.0
AM1V430 @A856F0, 24411, Thu Nov 02 16:35:47 GMT+01:00 2023, 13030, [-26 50 53 -1 -90 0 66 -4 -21 -1 21 0 23 0 -79 1 19 0 75 0], -2.1, 2.1, 2.3
AM1V430 @A856F0, 24467, Thu Nov 02 16:35:47 GMT+01:00 2023, 13036, [-20 50 54 -1 -94 0 75 -4 -21 -1 -6 -1 16 0 -77 1 24 0 85 0], -2.1, -0.6, 1.6
AM1V430 @A856F0, 24536, Thu Nov 02 16:35:47 GMT+01:00 2023, 13042, [-14 50 59 -1 -88 0 98 -4 -9 -1 18 0 26 0 -77 1 25 0 72 0], -0.9, 1.8, 2.6
AM1V430 @A856F0, 24576, Thu Nov 02 16:35:47 GMT+01:00 2023, 13048, [-8 50 29 -1 -113 0 73 -4 -3 -1 28 0 -10 -1 -76 1 21 0 69 0], -0.3, 2.8, -1.0
